customer_id,customer_name,email,active,total_rentals,total_spent,days_since_last_rental,churn_status
10,"DOROTHY TAYLOR",DOROTHY.TAYLOR@sakilacustomer.org,1,25,99.75,176,"Likely Churned"
13,"KAREN JACKSON",KAREN.JACKSON@sakilacustomer.org,1,27,131.73,176,"Likely Churned"
24,"KIMBERLY LEE",KIMBERLY.LEE@sakilacustomer.org,1,25,95.75,176,"Likely Churned"
27,"SHIRLEY ALLEN",SHIRLEY.ALLEN@sakilacustomer.org,1,31,126.69,176,"Likely Churned"
39,"DEBRA NELSON",DEBRA.NELSON@sakilacustomer.org,1,29,141.71,176,"Likely Churned"
40,"AMANDA CARTER",AMANDA.CARTER@sakilacustomer.org,1,27,110.73,176,"Likely Churned"
48,"ANN EVANS",ANN.EVANS@sakilacustomer.org,1,17,76.83,176,"Likely Churned"
51,"ALICE STEWART",ALICE.STEWART@sakilacustomer.org,1,33,138.67,176,"Likely Churned"
55,"DORIS REED",DORIS.REED@sakilacustomer.org,1,22,100.78,176,"Likely Churned"
63,"ASHLEY RICHARDSON",ASHLEY.RICHARDSON@sakilacustomer.org,1,25,112.75,176,"Likely Churned"
67,"KELLY TORRES",KELLY.TORRES@sakilacustomer.org,1,22,99.78,176,"Likely Churned"
72,"THERESA WATSON",THERESA.WATSON@sakilacustomer.org,1,30,99.70,176,"Likely Churned"
77,"JANE BENNETT",JANE.BENNETT@sakilacustomer.org,1,28,100.72,176,"Likely Churned"
84,"SARA PERRY",SARA.PERRY@sakilacustomer.org,1,33,141.67,176,"Likely Churned"
92,"TINA SIMMONS",TINA.SIMMONS@sakilacustomer.org,1,28,133.72,176,"Likely Churned"
97,"ANNIE RUSSELL",ANNIE.RUSSELL@sakilacustomer.org,1,18,58.82,176,"Likely Churned"
104,"RITA GRAHAM",RITA.GRAHAM@sakilacustomer.org,1,24,92.76,176,"Likely Churned"
106,"CONNIE WALLACE",CONNIE.WALLACE@sakilacustomer.org,1,23,100.77,176,"Likely Churned"
110,"TIFFANY JORDAN",TIFFANY.JORDAN@sakilacustomer.org,1,14,59.86,176,"Likely Churned"
116,"VICTORIA GIBSON",VICTORIA.GIBSON@sakilacustomer.org,1,27,111.73,176,"Likely Churned"
125,"ETHEL WEBB",ETHEL.WEBB@sakilacustomer.org,1,32,135.68,176,"Likely Churned"
129,"CARRIE PORTER",CARRIE.PORTER@sakilacustomer.org,1,34,124.66,176,"Likely Churned"
156,"BERTHA FERGUSON",BERTHA.FERGUSON@sakilacustomer.org,1,25,101.75,176,"Likely Churned"
157,"DARLENE ROSE",DARLENE.ROSE@sakilacustomer.org,1,31,113.69,176,"Likely Churned"
159,"JILL HAWKINS",JILL.HAWKINS@sakilacustomer.org,1,21,68.79,176,"Likely Churned"
161,"GERALDINE PERKINS",GERALDINE.PERKINS@sakilacustomer.org,1,30,112.70,176,"Likely Churned"
177,"SAMANTHA DUNCAN",SAMANTHA.DUNCAN@sakilacustomer.org,1,23,71.77,176,"Likely Churned"
182,"RENEE LANE",RENEE.LANE@sakilacustomer.org,1,26,97.74,176,"Likely Churned"
204,"ROSEMARY SCHMIDT",ROSEMARY.SCHMIDT@sakilacustomer.org,1,35,147.65,176,"Likely Churned"
205,"EILEEN CARR",EILEEN.CARR@sakilacustomer.org,1,18,80.82,176,"Likely Churned"
217,"AGNES BISHOP",AGNES.BISHOP@sakilacustomer.org,1,23,98.77,176,"Likely Churned"
221,"BESSIE MORRISON",BESSIE.MORRISON@sakilacustomer.org,1,28,132.72,176,"Likely Churned"
231,"GEORGIA JACOBS",GEORGIA.JACOBS@sakilacustomer.org,1,26,110.74,176,"Likely Churned"
235,"JACKIE LYNCH",JACKIE.LYNCH@sakilacustomer.org,1,25,93.75,176,"Likely Churned"
242,"GLENDA FRAZIER",GLENDA.FRAZIER@sakilacustomer.org,1,32,140.68,176,"Likely Churned"
248,"CAROLINE BOWMAN",CAROLINE.BOWMAN@sakilacustomer.org,1,15,50.85,176,"Likely Churned"
249,"DORA MEDINA",DORA.MEDINA@sakilacustomer.org,1,23,107.77,176,"Likely Churned"
250,"JO FOWLER",JO.FOWLER@sakilacustomer.org,1,20,73.80,176,"Likely Churned"
253,"TERRY CARLSON",TERRY.CARLSON@sakilacustomer.org,1,29,127.71,176,"Likely Churned"
258,"MYRTLE FLEMING",MYRTLE.FLEMING@sakilacustomer.org,1,24,110.76,176,"Likely Churned"
261,"DEANNA BYRD",DEANNA.BYRD@sakilacustomer.org,1,26,107.74,176,"Likely Churned"
265,"JENNIE TERRY",JENNIE.TERRY@sakilacustomer.org,1,29,133.71,176,"Likely Churned"
266,"NORA HERRERA",NORA.HERRERA@sakilacustomer.org,1,28,118.72,176,"Likely Churned"
268,"NINA SOTO",NINA.SOTO@sakilacustomer.org,1,29,123.71,176,"Likely Churned"
271,"PENNY NEAL",PENNY.NEAL@sakilacustomer.org,0,18,68.82,176,"Inactive (Churned)"
277,"OLGA JIMENEZ",OLGA.JIMENEZ@sakilacustomer.org,1,32,144.68,176,"Likely Churned"
288,"BOBBIE CRAIG",BOBBIE.CRAIG@sakilacustomer.org,1,24,80.76,176,"Likely Churned"
289,"VIOLET RODRIQUEZ",VIOLET.RODRIQUEZ@sakilacustomer.org,1,30,142.70,176,"Likely Churned"
292,"MISTY LAMBERT",MISTY.LAMBERT@sakilacustomer.org,1,27,118.73,176,"Likely Churned"
299,"JAMES GANNON",JAMES.GANNON@sakilacustomer.org,1,30,131.70,176,"Likely Churned"
301,"ROBERT BAUGHMAN",ROBERT.BAUGHMAN@sakilacustomer.org,1,21,92.79,176,"Likely Churned"
304,"DAVID ROYAL",DAVID.ROYAL@sakilacustomer.org,1,26,115.74,176,"Likely Churned"
309,"CHRISTOPHER GRECO",CHRISTOPHER.GRECO@sakilacustomer.org,1,31,147.69,176,"Likely Churned"
310,"DANIEL CABRAL",DANIEL.CABRAL@sakilacustomer.org,1,20,97.80,176,"Likely Churned"
319,"RONALD WEINER",RONALD.WEINER@sakilacustomer.org,1,30,132.70,176,"Likely Churned"
320,"ANTHONY SCHWAB",ANTHONY.SCHWAB@sakilacustomer.org,1,20,71.80,176,"Likely Churned"
325,"TIMOTHY BUNN",TIMOTHY.BUNN@sakilacustomer.org,1,22,91.78,176,"Likely Churned"
329,"FRANK WAGGONER",FRANK.WAGGONER@sakilacustomer.org,1,32,127.68,176,"Likely Churned"
332,"STEPHEN QUALLS",STEPHEN.QUALLS@sakilacustomer.org,1,28,118.72,176,"Likely Churned"
333,"ANDREW PURDY",ANDREW.PURDY@sakilacustomer.org,1,27,109.73,176,"Likely Churned"
338,"DENNIS GILMAN",DENNIS.GILMAN@sakilacustomer.org,1,28,114.72,176,"Likely Churned"
340,"PATRICK NEWSOM",PATRICK.NEWSOM@sakilacustomer.org,1,31,119.69,176,"Likely Churned"
344,"HENRY BILLINGSLEY",HENRY.BILLINGSLEY@sakilacustomer.org,1,18,73.82,176,"Likely Churned"
360,"RALPH MADRIGAL",RALPH.MADRIGAL@sakilacustomer.org,1,34,150.66,176,"Likely Churned"
362,"NICHOLAS BARFIELD",NICHOLAS.BARFIELD@sakilacustomer.org,1,32,145.68,176,"Likely Churned"
363,"ROY WHITING",ROY.WHITING@sakilacustomer.org,1,29,143.71,176,"Likely Churned"
364,"BENJAMIN VARNEY",BENJAMIN.VARNEY@sakilacustomer.org,1,23,95.77,176,"Likely Churned"
376,"RANDY GAITHER",RANDY.GAITHER@sakilacustomer.org,1,28,110.72,176,"Likely Churned"
378,"EUGENE CULPEPPER",EUGENE.CULPEPPER@sakilacustomer.org,1,19,71.81,176,"Likely Churned"
384,"ERNEST STEPP",ERNEST.STEPP@sakilacustomer.org,1,25,89.75,176,"Likely Churned"
387,"JESSE SCHILLING",JESSE.SCHILLING@sakilacustomer.org,1,26,101.74,176,"Likely Churned"
390,"SHAWN HEATON",SHAWN.HEATON@sakilacustomer.org,1,33,152.67,176,"Likely Churned"
396,"EARL SHANKS",EARL.SHANKS@sakilacustomer.org,1,27,111.73,176,"Likely Churned"
397,"JIMMY SCHRADER",JIMMY.SCHRADER@sakilacustomer.org,1,29,105.71,176,"Likely Churned"
398,"ANTONIO MEEK",ANTONIO.MEEK@sakilacustomer.org,1,16,78.84,176,"Likely Churned"
403,"MIKE WAY",MIKE.WAY@sakilacustomer.org,1,35,166.65,176,"Likely Churned"
404,"STANLEY SCROGGINS",STANLEY.SCROGGINS@sakilacustomer.org,1,30,139.70,176,"Likely Churned"
407,"DALE RATCLIFF",DALE.RATCLIFF@sakilacustomer.org,1,27,112.73,176,"Likely Churned"
426,"BRADLEY MOTLEY",BRADLEY.MOTLEY@sakilacustomer.org,1,27,126.73,176,"Likely Churned"
427,"JESUS MCCARTNEY",JESUS.MCCARTNEY@sakilacustomer.org,1,24,114.76,176,"Likely Churned"
430,"RAY HOULE",RAY.HOULE@sakilacustomer.org,1,22,79.78,176,"Likely Churned"
434,"EDDIE TOMLIN",EDDIE.TOMLIN@sakilacustomer.org,1,27,128.73,176,"Likely Churned"
435,"RICKY SHELBY",RICKY.SHELBY@sakilacustomer.org,1,25,91.75,176,"Likely Churned"
437,"RANDALL NEUMANN",RANDALL.NEUMANN@sakilacustomer.org,1,23,99.77,176,"Likely Churned"
442,"LEROY BUSTAMANTE",LEROY.BUSTAMANTE@sakilacustomer.org,1,32,118.68,176,"Likely Churned"
449,"OSCAR AQUINO",OSCAR.AQUINO@sakilacustomer.org,1,20,99.80,176,"Likely Churned"
463,"DARRELL POWER",DARRELL.POWER@sakilacustomer.org,1,25,91.75,176,"Likely Churned"
475,"PEDRO CHESTNUT",PEDRO.CHESTNUT@sakilacustomer.org,1,24,103.76,176,"Likely Churned"
494,"RAMON CHOATE",RAMON.CHOATE@sakilacustomer.org,1,31,140.69,176,"Likely Churned"
507,"EDGAR RHOADS",EDGAR.RHOADS@sakilacustomer.org,1,25,95.75,176,"Likely Churned"
510,"BEN EASTER",BEN.EASTER@sakilacustomer.org,0,26,122.74,176,"Inactive (Churned)"
511,"CHESTER BENNER",CHESTER.BENNER@sakilacustomer.org,1,24,99.76,176,"Likely Churned"
515,"ANDRE RAPP",ANDRE.RAPP@sakilacustomer.org,1,28,126.72,176,"Likely Churned"
519,"RON DELUCA",RON.DELUCA@sakilacustomer.org,1,23,103.77,176,"Likely Churned"
523,"HARVEY GUAJARDO",HARVEY.GUAJARDO@sakilacustomer.org,1,22,93.78,176,"Likely Churned"
524,"JARED ELY",JARED.ELY@sakilacustomer.org,1,19,87.81,176,"Likely Churned"
529,"ERIK GUILLEN",ERIK.GUILLEN@sakilacustomer.org,1,29,118.71,176,"Likely Churned"
531,"JAMIE WAUGH",JAMIE.WAUGH@sakilacustomer.org,1,25,118.75,176,"Likely Churned"
538,"TED BREAUX",TED.BREAUX@sakilacustomer.org,1,29,117.71,176,"Likely Churned"
539,"MATHEW BOLIN",MATHEW.BOLIN@sakilacustomer.org,1,22,90.78,176,"Likely Churned"
542,"LONNIE TIRADO",LONNIE.TIRADO@sakilacustomer.org,1,18,94.82,176,"Likely Churned"
547,"KURT EMMONS",KURT.EMMONS@sakilacustomer.org,1,23,99.77,176,"Likely Churned"
551,"CLAYTON BARBEE",CLAYTON.BARBEE@sakilacustomer.org,1,26,96.74,176,"Likely Churned"
555,"DWIGHT LOMBARDI",DWIGHT.LOMBARDI@sakilacustomer.org,1,17,74.83,176,"Likely Churned"
564,"BOB PFEIFFER",BOB.PFEIFFER@sakilacustomer.org,1,24,91.76,176,"Likely Churned"
574,"JULIAN VEST",JULIAN.VEST@sakilacustomer.org,1,28,109.72,176,"Likely Churned"
588,"MARION OCAMPO",MARION.OCAMPO@sakilacustomer.org,1,29,115.71,176,"Likely Churned"
594,"EDUARDO HIATT",EDUARDO.HIATT@sakilacustomer.org,1,27,130.73,176,"Likely Churned"
2,"PATRICIA JOHNSON",PATRICIA.JOHNSON@sakilacustomer.org,1,27,128.73,175,"Likely Churned"
3,"LINDA WILLIAMS",LINDA.WILLIAMS@sakilacustomer.org,1,26,135.74,175,"Likely Churned"
4,"BARBARA JONES",BARBARA.JONES@sakilacustomer.org,1,22,81.78,175,"Likely Churned"
6,"JENNIFER DAVIS",JENNIFER.DAVIS@sakilacustomer.org,1,28,93.72,175,"Likely Churned"
8,"SUSAN WILSON",SUSAN.WILSON@sakilacustomer.org,1,24,92.76,175,"Likely Churned"
12,"NANCY THOMAS",NANCY.THOMAS@sakilacustomer.org,1,28,103.72,175,"Likely Churned"
17,"DONNA THOMPSON",DONNA.THOMPSON@sakilacustomer.org,1,21,98.79,175,"Likely Churned"
19,"RUTH MARTINEZ",RUTH.MARTINEZ@sakilacustomer.org,1,24,125.76,175,"Likely Churned"
20,"SHARON ROBINSON",SHARON.ROBINSON@sakilacustomer.org,1,30,115.70,175,"Likely Churned"
25,"DEBORAH WALKER",DEBORAH.WALKER@sakilacustomer.org,1,29,115.71,175,"Likely Churned"
26,"JESSICA HALL",JESSICA.HALL@sakilacustomer.org,1,34,152.66,175,"Likely Churned"
30,"MELISSA KING",MELISSA.KING@sakilacustomer.org,1,34,123.66,175,"Likely Churned"
31,"BRENDA WRIGHT",BRENDA.WRIGHT@sakilacustomer.org,1,26,104.74,175,"Likely Churned"
36,"KATHLEEN ADAMS",KATHLEEN.ADAMS@sakilacustomer.org,1,27,92.73,175,"Likely Churned"
37,"PAMELA BAKER",PAMELA.BAKER@sakilacustomer.org,1,23,95.77,175,"Likely Churned"
38,"MARTHA GONZALEZ",MARTHA.GONZALEZ@sakilacustomer.org,1,34,127.66,175,"Likely Churned"
45,"JANET PHILLIPS",JANET.PHILLIPS@sakilacustomer.org,1,27,127.73,175,"Likely Churned"
46,"CATHERINE CAMPBELL",CATHERINE.CAMPBELL@sakilacustomer.org,1,34,142.66,175,"Likely Churned"
47,"FRANCES PARKER",FRANCES.PARKER@sakilacustomer.org,1,22,108.78,175,"Likely Churned"
50,"DIANE COLLINS",DIANE.COLLINS@sakilacustomer.org,1,35,169.65,175,"Likely Churned"
54,"TERESA ROGERS",TERESA.ROGERS@sakilacustomer.org,1,29,128.71,175,"Likely Churned"
57,"EVELYN MORGAN",EVELYN.MORGAN@sakilacustomer.org,1,28,114.72,175,"Likely Churned"
59,"CHERYL MURPHY",CHERYL.MURPHY@sakilacustomer.org,1,27,133.73,175,"Likely Churned"
61,"KATHERINE RIVERA",KATHERINE.RIVERA@sakilacustomer.org,1,14,58.86,175,"Likely Churned"
62,"JOAN COOPER",JOAN.COOPER@sakilacustomer.org,1,23,84.77,175,"Likely Churned"
66,"JANICE WARD",JANICE.WARD@sakilacustomer.org,1,34,144.66,175,"Likely Churned"
68,"NICOLE PETERSON",NICOLE.PETERSON@sakilacustomer.org,1,22,94.78,175,"Likely Churned"
70,"CHRISTINA RAMIREZ",CHRISTINA.RAMIREZ@sakilacustomer.org,1,18,80.82,175,"Likely Churned"
71,"KATHY JAMES",KATHY.JAMES@sakilacustomer.org,1,30,129.70,175,"Likely Churned"
74,"DENISE KELLY",DENISE.KELLY@sakilacustomer.org,1,27,103.73,175,"Likely Churned"
76,"IRENE PRICE",IRENE.PRICE@sakilacustomer.org,1,23,77.77,175,"Likely Churned"
78,"LORI WOOD",LORI.WOOD@sakilacustomer.org,1,31,141.69,175,"Likely Churned"
81,"ANDREA HENDERSON",ANDREA.HENDERSON@sakilacustomer.org,1,22,93.78,175,"Likely Churned"
82,"KATHRYN COLEMAN",KATHRYN.COLEMAN@sakilacustomer.org,1,26,130.74,175,"Likely Churned"
86,"JACQUELINE LONG",JACQUELINE.LONG@sakilacustomer.org,1,33,148.67,175,"Likely Churned"
88,"BONNIE HUGHES",BONNIE.HUGHES@sakilacustomer.org,1,21,87.79,175,"Likely Churned"
89,"JULIA FLORES",JULIA.FLORES@sakilacustomer.org,1,32,134.68,175,"Likely Churned"
90,"RUBY WASHINGTON",RUBY.WASHINGTON@sakilacustomer.org,1,28,110.72,175,"Likely Churned"
93,"PHYLLIS FOSTER",PHYLLIS.FOSTER@sakilacustomer.org,1,23,91.77,175,"Likely Churned"
96,"DIANA ALEXANDER",DIANA.ALEXANDER@sakilacustomer.org,1,27,105.73,175,"Likely Churned"
98,"LILLIAN GRIFFIN",LILLIAN.GRIFFIN@sakilacustomer.org,1,25,106.75,175,"Likely Churned"
102,"CRYSTAL FORD",CRYSTAL.FORD@sakilacustomer.org,1,33,137.67,175,"Likely Churned"
103,"GLADYS HAMILTON",GLADYS.HAMILTON@sakilacustomer.org,1,31,146.69,175,"Likely Churned"
105,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,1,26,120.74,175,"Likely Churned"
109,"EDNA WEST",EDNA.WEST@sakilacustomer.org,1,26,107.74,175,"Likely Churned"
112,"ROSA REYNOLDS",ROSA.REYNOLDS@sakilacustomer.org,1,30,133.70,175,"Likely Churned"
113,"CINDY FISHER",CINDY.FISHER@sakilacustomer.org,1,29,113.71,175,"Likely Churned"
117,"EDITH MCDONALD",EDITH.MCDONALD@sakilacustomer.org,1,19,71.81,175,"Likely Churned"
118,"KIM CRUZ",KIM.CRUZ@sakilacustomer.org,1,21,82.79,175,"Likely Churned"
119,"SHERRY MARSHALL",SHERRY.MARSHALL@sakilacustomer.org,1,34,153.66,175,"Likely Churned"
121,"JOSEPHINE GOMEZ",JOSEPHINE.GOMEZ@sakilacustomer.org,1,26,109.74,175,"Likely Churned"
123,"SHANNON FREEMAN",SHANNON.FREEMAN@sakilacustomer.org,1,24,100.76,175,"Likely Churned"
124,"SHEILA WELLS",SHEILA.WELLS@sakilacustomer.org,0,18,73.82,175,"Inactive (Churned)"
126,"ELLEN SIMPSON",ELLEN.SIMPSON@sakilacustomer.org,1,28,117.72,175,"Likely Churned"
127,"ELAINE STEVENS",ELAINE.STEVENS@sakilacustomer.org,1,24,107.76,175,"Likely Churned"
128,"MARJORIE TUCKER",MARJORIE.TUCKER@sakilacustomer.org,1,32,127.68,175,"Likely Churned"
130,"CHARLOTTE HUNTER",CHARLOTTE.HUNTER@sakilacustomer.org,1,24,93.76,175,"Likely Churned"
131,"MONICA HICKS",MONICA.HICKS@sakilacustomer.org,1,30,128.70,175,"Likely Churned"
132,"ESTHER CRAWFORD",ESTHER.CRAWFORD@sakilacustomer.org,1,28,95.72,175,"Likely Churned"
133,"PAULINE HENRY",PAULINE.HENRY@sakilacustomer.org,1,27,98.73,175,"Likely Churned"
134,"EMMA BOYD",EMMA.BOYD@sakilacustomer.org,1,23,94.77,175,"Likely Churned"
136,"ANITA MORALES",ANITA.MORALES@sakilacustomer.org,1,15,62.85,175,"Likely Churned"
137,"RHONDA KENNEDY",RHONDA.KENNEDY@sakilacustomer.org,1,39,194.61,175,"Likely Churned"
138,"HAZEL WARREN",HAZEL.WARREN@sakilacustomer.org,1,34,110.66,175,"Likely Churned"
139,"AMBER DIXON",AMBER.DIXON@sakilacustomer.org,1,27,113.73,175,"Likely Churned"
140,"EVA RAMOS",EVA.RAMOS@sakilacustomer.org,1,18,83.82,175,"Likely Churned"
141,"DEBBIE REYES",DEBBIE.REYES@sakilacustomer.org,1,32,130.68,175,"Likely Churned"
143,"LESLIE GORDON",LESLIE.GORDON@sakilacustomer.org,1,22,89.78,175,"Likely Churned"
144,"CLARA SHAW",CLARA.SHAW@sakilacustomer.org,1,42,195.58,175,"Likely Churned"
146,"JAMIE RICE",JAMIE.RICE@sakilacustomer.org,1,29,139.71,175,"Likely Churned"
147,"JOANNE ROBERTSON",JOANNE.ROBERTSON@sakilacustomer.org,1,34,127.66,175,"Likely Churned"
148,"ELEANOR HUNT",ELEANOR.HUNT@sakilacustomer.org,1,46,216.54,175,"Likely Churned"
149,"VALERIE BLACK",VALERIE.BLACK@sakilacustomer.org,1,26,121.74,175,"Likely Churned"
151,"MEGAN PALMER",MEGAN.PALMER@sakilacustomer.org,1,27,92.73,175,"Likely Churned"
153,"SUZANNE NICHOLS",SUZANNE.NICHOLS@sakilacustomer.org,1,24,94.76,175,"Likely Churned"
154,"MICHELE GRANT",MICHELE.GRANT@sakilacustomer.org,1,30,130.70,175,"Likely Churned"
158,"VERONICA STONE",VERONICA.STONE@sakilacustomer.org,1,32,126.68,175,"Likely Churned"
160,"ERIN DUNN",ERIN.DUNN@sakilacustomer.org,1,27,106.73,175,"Likely Churned"
165,"LORRAINE STEPHENS",LORRAINE.STEPHENS@sakilacustomer.org,1,21,86.79,175,"Likely Churned"
166,"LYNN PAYNE",LYNN.PAYNE@sakilacustomer.org,1,28,123.72,175,"Likely Churned"
167,"SALLY PIERCE",SALLY.PIERCE@sakilacustomer.org,1,32,119.68,175,"Likely Churned"
169,"ERICA MATTHEWS",ERICA.MATTHEWS@sakilacustomer.org,0,22,95.78,175,"Inactive (Churned)"
170,"BEATRICE ARNOLD",BEATRICE.ARNOLD@sakilacustomer.org,1,26,119.74,175,"Likely Churned"
171,"DOLORES WAGNER",DOLORES.WAGNER@sakilacustomer.org,1,26,114.74,175,"Likely Churned"
172,"BERNICE WILLIS",BERNICE.WILLIS@sakilacustomer.org,1,33,145.67,175,"Likely Churned"
173,"AUDREY RAY",AUDREY.RAY@sakilacustomer.org,1,29,119.71,175,"Likely Churned"
174,"YVONNE WATKINS",YVONNE.WATKINS@sakilacustomer.org,1,21,92.79,175,"Likely Churned"
176,"JUNE CARROLL",JUNE.CARROLL@sakilacustomer.org,1,37,173.63,175,"Likely Churned"
179,"DANA HART",DANA.HART@sakilacustomer.org,1,29,133.71,175,"Likely Churned"
184,"VIVIAN RUIZ",VIVIAN.RUIZ@sakilacustomer.org,1,23,90.77,175,"Likely Churned"
187,"BRITTANY RILEY",BRITTANY.RILEY@sakilacustomer.org,1,28,159.72,175,"Likely Churned"
189,"LORETTA CARPENTER",LORETTA.CARPENTER@sakilacustomer.org,1,22,93.78,175,"Likely Churned"
